flt_pyt_debug_core_partner_id,partner_trade_name,address,contact_number,partner_segment_type,country,flt_pyt_partner_product_id,flt_pyt_session_considered_at_localtime,flt_pyt_transaction_created_at,flt_pyt_debug_gympass_individual_id,flt_pyt_transaction_type,product_cap_value,adjusted_product_cost_per_usage,product_cost_per_usage,activity_name,product_segment_type,last_price_update,session_group,total_payment,cap_hit_flag,cost_less_than_cap
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1012,2025-01-20 10:52:08.000,2025-01-20 09:52:08.000,2125,VALIDATION,"110,55","149,4","149,4",Calistenia,Boutique Fitness,2025-01-21 00:00:00.000,Sessao realizada,"110,55",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1009,2025-01-05 14:20:26.000,2025-01-05 12:20:26.000,2387,RETROACTIVE,"47,99","50,95","50,95",Natação,Specialized Training,2025-01-06 00:00:00.000,Sessao realizada,"47,99",1,1
105,Pulse Fitness,"2020 Pine St, Downtown",(647) 555-2020,Boutique Gym,Canada,1014,2025-02-12 13:39:03.000,2025-02-12 12:39:03.000,2375,RETROACTIVE,"40,1","35,83","35,83",HIIT,Specialized Training,2025-01-22 00:00:00.000,Sessao realizada,"35,83",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1005,2025-02-13 22:01:45.000,2025-02-13 21:01:45.000,2001,VALIDATION,"115,77","104,4","104,4",Spinning,Full Service Gym,2025-01-08 00:00:00.000,Sessao realizada,"104,4",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1012,2025-01-11 13:10:47.000,2025-01-11 12:10:47.000,2181,RETROACTIVE,"69,34","60,82","60,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao realizada,"60,82",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1013,2025-02-08 07:40:01.000,2025-02-08 04:40:01.000,2187,LATE_CANCEL,"126,84","56,475","112,95",Dança,Specialized Training,2025-01-20 00:00:00.000,Sessao não realizada,"56,475",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1003,2025-01-02 10:24:58.000,2025-01-02 07:24:58.000,2494,LATE_CANCEL,"57,62","25,63","51,26",Yoga,Full Service Gym,2025-02-15 00:00:00.000,Sessao não realizada,"25,63",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1014,2025-01-30 20:43:29.000,2025-01-30 19:43:29.000,2043,NO_SHOW,96,"131,74","131,74",HIIT,Specialized Training,2025-01-27 00:00:00.000,Sessao não realizada,96,1,1
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1002,2025-02-01 10:50:23.000,2025-02-01 08:50:23.000,2302,VALIDATION,"121,38","114,17","114,17",CrossFit,Specialized Training,2025-01-07 00:00:00.000,Sessao realizada,"114,17",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1009,2025-02-26 16:23:21.000,2025-02-26 13:23:21.000,2054,NO_SHOW,"132,72","94,15","94,15",Natação,Specialized Training,2025-01-10 00:00:00.000,Sessao não realizada,"94,15",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1001,2025-01-30 15:07:25.000,2025-01-30 14:07:25.000,2050,VALIDATION,"154,77","110,75","110,75",Musculação,Boutique Fitness,2025-02-25 00:00:00.000,Sessao realizada,"110,75",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1003,2025-01-10 06:10:51.000,2025-01-10 03:10:51.000,2143,LATE_CANCEL,"57,62","25,63","51,26",Yoga,Full Service Gym,2025-02-15 00:00:00.000,Sessao não realizada,"25,63",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1014,2025-02-06 16:34:43.000,2025-02-06 14:34:43.000,2396,LATE_CANCEL,96,"65,87","131,74",HIIT,Specialized Training,2025-01-27 00:00:00.000,Sessao não realizada,"65,87",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1012,2025-02-20 18:35:13.000,2025-02-20 15:35:13.000,2375,VALIDATION,"69,34","60,82","60,82",Calistenia,Boutique Fitness,2025-01-02 00:00:00.000,Sessao realizada,"60,82",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1002,2025-01-05 06:14:11.000,2025-01-05 04:14:11.000,2285,RETROACTIVE,"121,38","114,17","114,17",CrossFit,Specialized Training,2025-01-07 00:00:00.000,Sessao realizada,"114,17",0,0
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1011,2025-01-11 14:31:33.000,2025-01-11 13:31:33.000,2321,RETROACTIVE,"51,27","58,1","58,1",Treinamento Funcional,Full Service Gym,2025-01-05 00:00:00.000,Sessao realizada,"51,27",1,1
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1006,2025-01-06 19:10:21.000,2025-01-06 17:10:21.000,2127,VALIDATION,"38,08","42,18","42,18",Boxe,Boutique Fitness,2025-02-05 00:00:00.000,Sessao realizada,"38,08",1,1
106,BodyWorks,"3030 Cedar Ln, Beachside",(305) 777-3030,Strength Training,United States,1009,2025-01-19 18:48:40.000,2025-01-19 15:48:40.000,2041,LATE_CANCEL,"132,72","47,075","94,15",Natação,Specialized Training,2025-01-10 00:00:00.000,Sessao não realizada,"47,075",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1002,2025-02-17 21:40:54.000,2025-02-17 19:40:54.000,2211,LATE_CANCEL,"98,84","50,47","100,94",CrossFit,Boutique Fitness,2025-02-04 00:00:00.000,Sessao não realizada,"50,47",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1005,2025-01-15 13:45:10.000,2025-01-15 12:45:10.000,2104,LATE_CANCEL,"33,34","18,09","36,18",Spinning,Specialized Training,2025-01-16 00:00:00.000,Sessao não realizada,"18,09",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1010,2025-01-12 22:23:18.000,2025-01-12 19:23:18.000,2051,VALIDATION,"60,9","58,13","58,13",Corrida Indoor,Specialized Training,2025-02-03 00:00:00.000,Sessao realizada,"58,13",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1001,2025-01-11 21:32:35.000,2025-01-11 20:32:35.000,2483,LATE_CANCEL,"108,07","66,515","133,03",Musculação,Full Service Gym,2025-02-12 00:00:00.000,Sessao não realizada,"66,515",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1012,2025-02-17 08:01:28.000,2025-02-17 06:01:28.000,2115,RETROACTIVE,"103,99","125,4","125,4",Calistenia,Boutique Fitness,2025-02-10 00:00:00.000,Sessao realizada,"103,99",1,1
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1014,2025-02-09 22:43:34.000,2025-02-09 21:43:34.000,2126,RETROACTIVE,"39,66","40,65","40,65",HIIT,Boutique Fitness,2025-01-29 00:00:00.000,Sessao realizada,"39,66",1,1
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1007,2025-01-15 06:56:13.000,2025-01-15 04:56:13.000,2467,RETROACTIVE,"58,86","43,02","43,02",Jiu-Jitsu,Full Service Gym,2025-01-24 00:00:00.000,Sessao realizada,"43,02",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1002,2025-02-19 14:46:45.000,2025-02-19 13:46:45.000,2287,VALIDATION,"98,84","100,94","100,94",CrossFit,Boutique Fitness,2025-02-04 00:00:00.000,Sessao realizada,"98,84",1,1
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1013,2025-02-11 21:23:04.000,2025-02-11 19:23:04.000,2134,VALIDATION,"38,91","45,4","45,4",Dança,Specialized Training,2025-01-23 00:00:00.000,Sessao realizada,"38,91",1,1
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1006,2025-02-08 15:50:52.000,2025-02-08 14:50:52.000,2051,LATE_CANCEL,"88,48","42,17","84,34",Boxe,Specialized Training,2025-02-10 00:00:00.000,Sessao não realizada,"42,17",0,0
107,Flex Zone,"4040 Palm Dr, Sunnyvale",(818) 666-4040,CrossFit,United States,1006,2025-02-21 12:51:28.000,2025-02-21 10:51:28.000,2485,RETROACTIVE,"88,48","84,34","84,34",Boxe,Specialized Training,2025-02-10 00:00:00.000,Sessao realizada,"84,34",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1005,2025-02-25 14:31:04.000,2025-02-25 13:31:04.000,2330,LATE_CANCEL,"92,54","64,315","128,63",Spinning,Specialized Training,2025-01-15 00:00:00.000,Sessao não realizada,"64,315",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1010,2025-01-09 16:19:01.000,2025-01-09 14:19:01.000,2142,VALIDATION,"127,99","121,91","121,91",Corrida Indoor,Full Service Gym,2025-01-01 00:00:00.000,Sessao realizada,"121,91",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1006,2025-02-12 20:25:17.000,2025-02-12 19:25:17.000,2202,VALIDATION,"45,04","36,73","36,73",Boxe,Full Service Gym,2025-02-15 00:00:00.000,Sessao realizada,"36,73",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1013,2025-01-24 07:13:56.000,2025-01-24 04:13:56.000,2082,NO_SHOW,"92,42","68,94","68,94",Dança,Specialized Training,2025-02-22 00:00:00.000,Sessao não realizada,"68,94",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1011,2025-02-14 11:39:47.000,2025-02-14 08:39:47.000,2252,VALIDATION,"142,46","148,57","148,57",Treinamento Funcional,Specialized Training,2025-02-16 00:00:00.000,Sessao realizada,"142,46",1,1
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1002,2025-02-15 09:48:13.000,2025-02-15 07:48:13.000,2139,LATE_CANCEL,"110,23","69,06","138,12",CrossFit,Full Service Gym,2025-02-23 00:00:00.000,Sessao não realizada,"69,06",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1012,2025-02-02 07:21:43.000,2025-02-02 05:21:43.000,2072,RETROACTIVE,"57,16","66,4","66,4",Calistenia,Specialized Training,2025-02-17 00:00:00.000,Sessao realizada,"57,16",1,1
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1007,2025-01-26 07:57:38.000,2025-01-26 05:57:38.000,2218,VALIDATION,"60,54","46,64","46,64",Jiu-Jitsu,Specialized Training,2025-01-31 00:00:00.000,Sessao realizada,"46,64",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1014,2025-02-20 12:47:20.000,2025-02-20 09:47:20.000,2172,VALIDATION,82,"76,68","76,68",HIIT,Specialized Training,2025-01-10 00:00:00.000,Sessao realizada,"76,68",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1008,2025-02-11 13:21:21.000,2025-02-11 11:21:21.000,2154,RETROACTIVE,"38,46","42,99","42,99",Zumba,Full Service Gym,2025-02-04 00:00:00.000,Sessao realizada,"38,46",1,1
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1011,2025-01-16 12:51:13.000,2025-01-16 09:51:13.000,2271,VALIDATION,"142,46","148,57","148,57",Treinamento Funcional,Specialized Training,2025-02-16 00:00:00.000,Sessao realizada,"142,46",1,1
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1012,2025-02-26 20:12:05.000,2025-02-26 19:12:05.000,2264,VALIDATION,"57,16","66,4","66,4",Calistenia,Specialized Training,2025-02-17 00:00:00.000,Sessao realizada,"57,16",1,1
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1009,2025-01-21 08:30:55.000,2025-01-21 07:30:55.000,2002,RETROACTIVE,"139,11","118,87","118,87",Natação,Boutique Fitness,2025-01-11 00:00:00.000,Sessao realizada,"118,87",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1003,2025-01-15 17:52:13.000,2025-01-15 15:52:13.000,2084,LATE_CANCEL,"72,94","29,405","58,81",Yoga,Specialized Training,2025-02-01 00:00:00.000,Sessao não realizada,"29,405",0,0
108,The Wellness Hub,"5050 Elm St, Central",(514) 333-5050,Yoga & Wellness,Canada,1007,2025-02-08 16:05:02.000,2025-02-08 15:05:02.000,2012,VALIDATION,"60,54","46,64","46,64",Jiu-Jitsu,Specialized Training,2025-01-31 00:00:00.000,Sessao realizada,"46,64",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1004,2025-01-26 14:57:37.000,2025-01-26 13:57:37.000,2085,NO_SHOW,"106,31","97,47","97,47",Pilates,Full Service Gym,2025-01-13 00:00:00.000,Sessao não realizada,"97,47",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1006,2025-01-07 17:36:04.000,2025-01-07 15:36:04.000,2495,VALIDATION,"98,94","99,61","99,61",Boxe,Specialized Training,2025-01-10 00:00:00.000,Sessao realizada,"98,94",1,1
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1009,2025-01-12 14:31:43.000,2025-01-12 12:31:43.000,2330,VALIDATION,"102,37","93,12","93,12",Natação,Boutique Fitness,2025-01-06 00:00:00.000,Sessao realizada,"93,12",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1003,2025-01-04 12:25:01.000,2025-01-04 10:25:01.000,2292,NO_SHOW,"58,31","47,4","47,4",Yoga,Boutique Fitness,2025-02-19 00:00:00.000,Sessao não realizada,"47,4",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1007,2025-02-26 07:25:57.000,2025-02-26 04:25:57.000,2302,VALIDATION,"94,48","103,52","103,52",Jiu-Jitsu,Specialized Training,2025-02-13 00:00:00.000,Sessao realizada,"94,48",1,1
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1014,2025-01-28 09:19:39.000,2025-01-28 08:19:39.000,2408,NO_SHOW,96,"89,55","89,55",HIIT,Full Service Gym,2025-01-30 00:00:00.000,Sessao não realizada,"89,55",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1010,2025-01-10 14:29:23.000,2025-01-10 12:29:23.000,2170,RETROACTIVE,"38,06","28,08","28,08",Corrida Indoor,Boutique Fitness,2025-02-08 00:00:00.000,Sessao realizada,"28,08",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1015,2025-01-08 20:04:01.000,2025-01-08 19:04:01.000,2154,LATE_CANCEL,"149,54","66,48","132,96",Alongamento,Specialized Training,2025-02-14 00:00:00.000,Sessao não realizada,"66,48",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1009,2025-02-02 07:31:42.000,2025-02-02 04:31:42.000,2454,RETROACTIVE,"102,37","93,12","93,12",Natação,Boutique Fitness,2025-01-06 00:00:00.000,Sessao realizada,"93,12",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1002,2025-01-26 09:47:25.000,2025-01-26 07:47:25.000,2399,RETROACTIVE,"55,52","65,25","65,25",CrossFit,Full Service Gym,2025-01-02 00:00:00.000,Sessao realizada,"55,52",1,1
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1003,2025-01-15 16:39:16.000,2025-01-15 15:39:16.000,2295,VALIDATION,"58,31","47,4","47,4",Yoga,Boutique Fitness,2025-02-19 00:00:00.000,Sessao realizada,"47,4",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1009,2025-02-11 12:47:26.000,2025-02-11 09:47:26.000,2215,VALIDATION,"102,37","93,12","93,12",Natação,Boutique Fitness,2025-01-06 00:00:00.000,Sessao realizada,"93,12",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1004,2025-01-11 20:31:21.000,2025-01-11 19:31:21.000,2498,LATE_CANCEL,"106,31","48,735","97,47",Pilates,Full Service Gym,2025-01-13 00:00:00.000,Sessao não realizada,"48,735",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1006,2025-01-21 17:40:33.000,2025-01-21 16:40:33.000,2380,RETROACTIVE,"98,94","99,61","99,61",Boxe,Specialized Training,2025-01-10 00:00:00.000,Sessao realizada,"98,94",1,1
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1003,2025-01-15 08:57:53.000,2025-01-15 05:57:53.000,2211,NO_SHOW,"58,31","47,4","47,4",Yoga,Boutique Fitness,2025-02-19 00:00:00.000,Sessao não realizada,"47,4",0,0
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1005,2025-02-16 10:32:42.000,2025-02-16 08:32:42.000,2347,NO_SHOW,"123,43","126,34","126,34",Spinning,Boutique Fitness,2025-02-07 00:00:00.000,Sessao não realizada,"123,43",1,1
109,Momentum Gym,"6060 Redwood Blvd, Hillside",(917) 444-6060,Full Service Gym,United States,1005,2025-02-24 14:05:20.000,2025-02-24 13:05:20.000,2167,VALIDATION,"123,43","126,34","126,34",Spinning,Boutique Fitness,2025-02-07 00:00:00.000,Sessao realizada,"123,43",1,1
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1011,2025-01-31 17:14:31.000,2025-01-31 16:14:31.000,2426,NO_SHOW,"43,36","34,83","34,83",Treinamento Funcional,Specialized Training,2025-01-24 00:00:00.000,Sessao não realizada,"34,83",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1004,2025-01-07 15:32:06.000,2025-01-07 14:32:06.000,2499,RETROACTIVE,"153,56","106,29","106,29",Pilates,Full Service Gym,2025-02-06 00:00:00.000,Sessao realizada,"106,29",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1006,2025-01-30 15:56:44.000,2025-01-30 13:56:44.000,2187,NO_SHOW,"42,73","41,71","41,71",Boxe,Specialized Training,2025-02-21 00:00:00.000,Sessao não realizada,"41,71",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1009,2025-01-22 09:52:25.000,2025-01-22 07:52:25.000,2282,VALIDATION,"141,04","130,24","130,24",Natação,Specialized Training,2025-02-03 00:00:00.000,Sessao realizada,"130,24",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1014,2025-01-07 19:34:52.000,2025-01-07 18:34:52.000,2217,NO_SHOW,"39,16","38,79","38,79",HIIT,Boutique Fitness,2025-01-27 00:00:00.000,Sessao não realizada,"38,79",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1007,2025-01-14 18:28:11.000,2025-01-14 15:28:11.000,2015,RETROACTIVE,"67,77","71,4","71,4",Jiu-Jitsu,Full Service Gym,2025-02-28 00:00:00.000,Sessao realizada,"67,77",1,1
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1008,2025-02-03 16:28:50.000,2025-02-03 14:28:50.000,2032,RETROACTIVE,"42,79","35,52","35,52",Zumba,Boutique Fitness,2025-01-30 00:00:00.000,Sessao realizada,"35,52",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1012,2025-02-06 16:39:38.000,2025-02-06 14:39:38.000,2377,NO_SHOW,"72,9","92,82","92,82",Calistenia,Boutique Fitness,2025-02-23 00:00:00.000,Sessao não realizada,"72,9",1,1
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1003,2025-02-05 17:09:00.000,2025-02-05 16:09:00.000,2209,LATE_CANCEL,"63,79","38,485","76,97",Yoga,Boutique Fitness,2025-02-10 00:00:00.000,Sessao não realizada,"38,485",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1007,2025-02-21 10:12:48.000,2025-02-21 07:12:48.000,2433,RETROACTIVE,"67,77","71,4","71,4",Jiu-Jitsu,Full Service Gym,2025-02-28 00:00:00.000,Sessao realizada,"67,77",1,1
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1011,2025-02-25 10:38:58.000,2025-02-25 07:38:58.000,2177,RETROACTIVE,"43,36","34,83","34,83",Treinamento Funcional,Specialized Training,2025-01-24 00:00:00.000,Sessao realizada,"34,83",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1013,2025-02-23 22:19:51.000,2025-02-23 19:19:51.000,2030,VALIDATION,"108,86","102,19","102,19",Dança,Full Service Gym,2025-02-08 00:00:00.000,Sessao realizada,"102,19",0,0
110,ProActive Sports Club,"7070 Spruce Ave, Riverside",(720) 999-7070,Strength Training,United States,1007,2025-01-18 20:02:58.000,2025-01-18 18:02:58.000,2442,LATE_CANCEL,"67,77","35,7","71,4",Jiu-Jitsu,Full Service Gym,2025-02-28 00:00:00.000,Sessao não realizada,"35,7",0,0
